id,country_id,year,GDP,GDP growth,GDP per capita,Agriculture,Industry,Services,Agriculture employment,Industry employment,Services employment,Unemployment rate,Labour participation (females),Labour participation (males),CPI,Agricultural index,Industrial index,Exports,Imports,Trade balance,Current account
1,1,2005,6622,9.9,264.0,35.2,26.0,38.8,71.8,6.6,21.7,8.5,16.1,87.1,71,107,,,,,
2,1,2010,16078,3.2,558.0,28.8,21.3,49.8,64.5,6.1,29.4,7.8,14.7,86.5,100,116,,388,5154,- 4 766,- 1 505
3,1,2018,20235,3.6,584.0,24.1,22.0,53.9,62.0,6.8,31.3,8.8,19.5,86.7,145,125,,700,7384,- 6 684,- 4 683
4,2,2005,8052,5.5,2615.0,21.5,28.7,49.8,54.0,19.9,26.2,17.5,48.1,67.9,87,98,100,658,2614,- 1 956,-571
5,2,2010,11927,3.7,4056.0,20.7,28.7,50.7,43.9,19.4,36.7,14.2,45.7,63.0,100,119,200,1550,4603,- 3 053,- 1 356
6,2,2018,11864,3.4,4054.0,22.7,23.7,53.6,38.9,18.7,42.4,15.1,47.0,64.7,115,143,355,2262,5826,- 3 565,-909
7,3,2005,103198,5.9,3100.0,8.0,59.7,32.3,20.0,29.8,50.2,15.3,12.8,71.8,82,99,100,46002,20357,25645,21180
8,3,2010,161207,3.6,4463.0,8.6,51.4,40.0,16.5,39.4,44.0,10.0,14.4,70.0,100,130,97,57051,41000,16051,12220
9,3,2018,159049,3.3,3917.0,12.7,36.1,51.1,12.8,46.5,40.7,9.9,15.3,67.2,142,151,104,35191,46053,- 10 862,- 26 179
10,4,2005,,,,,,,3.1,41.7,51.9,5.1,41.2,58.8,,100,,,,,
11,4,2010,,,,,,,3.0,23.2,73.8,9.2,,,,110,,,,,
12,4,2018,,,,,,,,,,,,,,116,,,,,
13,5,2005,3256,7.4,41281.0,0.4,17.3,82.3,,,,,,,90,,,143,1796,- 1 653,
14,5,2010,3355,-5.4,39734.0,0.5,14.6,84.8,,,,,,,100,,,92,1541,- 1 448,
15,5,2018,2858,1.2,36987.0,0.6,11.1,88.4,,,,,,,105,,,120,1480,- 1 360,
16,6,2005,36971,15.0,1891.0,5.0,59.7,35.3,37.5,8.8,53.7,21.4,74.9,80.6,54,102,,23835,8321,15514,5138
17,6,2010,83799,4.7,3586.0,6.1,51.2,42.7,47.2,8.8,44.0,9.9,75.3,80.5,100,167,,52612,18143,34469,7506
18,6,2018,106918,-0.7,3711.0,8.0,46.0,46.0,50.4,8.7,40.9,8.5,75.3,80.0,281,192,,13311,3845,9466,- 3 071
19,7,2005,229,13.1,18129.0,2.7,19.3,78.0,2.9,18.9,76.7,7.8,67.2,77.2,82,,,7,133,-126,-52
20,7,2010,268,-4.5,19459.0,2.0,15.8,82.2,,,,,,,100,,,12,150,-137,-51
21,7,2018,338,1.1,22861.0,2.8,14.3,82.9,,,,,,,105,,,3,194,-191,-99
22,8,2005,1015,6.4,11372.0,2.0,16.3,81.7,2.8,15.6,81.6,8.4,65.9,78.4,89,95,,121,525,-405,-171
23,8,2010,1148,-7.2,12127.0,1.8,18.2,80.0,2.8,15.6,81.6,,,,100,73,,35,501,-466,-167
24,8,2018,1460,5.3,14462.0,1.9,19.8,78.3,,,,,,,112,70,,62,630,-567,2
25,9,2005,200622,8.9,5125.0,9.3,33.7,57.0,1.3,23.3,75.5,11.5,49.4,75.6,,105,,40106,28689,11418,5274
26,9,2010,426487,10.1,10346.0,8.5,30.1,61.4,1.3,23.3,75.4,7.4,46.4,74.0,,112,,68174,56792,11382,- 1 623
27,9,2018,545866,-2.3,12449.0,7.6,26.7,65.8,0.5,23.2,76.3,8.4,47.2,73.1,113,131,,58384,66899,- 8 515,- 30 792
28,10,2005,5226,13.9,1753.0,19.9,43.8,36.3,40.6,17.7,41.7,8.2,47.5,65.9,76,108,100,937,1692,-755,-124
29,10,2010,9875,2.2,3432.0,17.8,34.7,47.4,38.6,17.4,44.0,19.0,49.6,71.6,100,96,105,1011,3782,- 2 770,- 1 261
30,10,2018,10572,0.2,3615.0,17.4,26.9,55.7,33.2,16.3,50.4,18.0,51.6,70.8,124,127,,2041,4077,- 2 035,-400
31,11,2005,2331,1.2,23303.0,0.4,19.6,80.0,0.5,16.4,82.3,6.9,,,84,,,106,1030,-924,105
32,11,2010,2391,-3.4,23513.0,0.5,15.4,84.2,0.6,14.5,84.4,10.6,59.5,68.9,100,,,125,1071,-947,-460
33,11,2018,2667,-0.2,25444.0,0.5,15.4,84.2,0.6,14.0,85.1,,58.8,69.6,102,,,95,1152,- 1 057,141
34,12,2005,762488,3.0,37674.0,3.0,27.9,69.1,3.6,21.1,75.3,5.0,57.0,72.2,86,99,100,106011,125221,- 19 210,- 43 343
35,12,2010,1 293 794,2.4,58490.0,2.5,28.5,69.0,3.2,21.0,75.8,5.2,58.7,72.4,100,95,111,212109,201703,10405,- 44 714
36,12,2018,1 304 463,2.0,54069.0,2.5,25.7,71.8,2.6,19.0,78.5,5.6,59.2,70.4,116,104,123,230163,228442,1721,- 32 653
37,13,2005,315967,2.1,38282.0,1.4,30.5,68.1,5.3,27.6,67.2,5.6,50.7,66.1,91,100,100,117722,119950,- 2 228,6245
38,13,2010,391893,1.9,46599.0,1.4,28.7,69.9,5.2,24.9,69.9,4.8,53.5,66.9,100,98,110,144882,150593,- 5 711,11478
39,13,2018,390800,1.5,44857.0,1.2,27.7,71.0,4.2,25.5,70.3,5.3,54.9,65.8,114,100,119,159785,166551,- 6 766,7709
40,14,2005,13245,28.0,1551.0,9.8,63.2,27.0,40.5,12.6,46.9,7.3,61.1,66.0,61,104,100,4347,4211,136,167
41,14,2010,52906,4.6,5857.0,5.9,64.0,30.1,38.2,13.7,48.0,5.6,61.4,66.8,100,117,200,21278,6597,14682,15040
42,14,2018,37847,-2.5,3892.0,6.0,51.3,42.7,37.5,13.8,48.7,5.1,62.8,69.2,149,141,188,13798,8767,5031,1685
43,15,2005,9836,3.4,29875.0,1.1,11.7,87.1,3.5,17.8,78.7,10.2,69.9,81.6,88,99,,271,2567,- 2 296,-701
44,15,2010,10096,1.5,27979.0,1.2,12.4,86.4,3.3,14.7,82.0,14.3,70.1,82.0,100,123,,620,2862,- 2 242,-814
45,15,2018,11262,0.2,28785.0,1.0,12.8,86.2,4.0,11.7,84.3,12.3,70.1,82.0,111,131,,280,2660,- 2 380,- 1 106
46,16,2005,15969,6.8,17959.0,0.3,42.8,56.9,1.3,30.7,68.0,7.8,38.9,86.2,87,91,100,10239,9339,899,1474
47,16,2010,25713,4.3,20722.0,0.3,45.5,54.2,1.1,35.7,63.2,1.1,43.8,87.4,100,118,117,16059,16002,58,770
48,16,2018,32179,3.3,22579.0,0.3,39.8,59.8,1.0,35.6,63.4,1.4,44.2,87.0,115,198,134,9666,12613,- 2 947,- 1 600
49,17,2005,57628,6.0,402.0,20.1,27.2,52.6,48.1,14.5,37.4,4.2,28.0,86.2,69,103,100,9332,12631,- 3 299,508
50,17,2010,114508,5.6,753.0,17.8,26.1,56.0,47.3,17.6,35.1,3.4,30.0,83.6,100,128,148,19231,30504,- 11 273,2109
51,17,2018,220837,7.1,1355.0,14.8,28.8,56.5,37.6,21.4,41.0,4.4,33.2,79.8,161,144,206,31367,47743,- 16 376,- 6 365
52,18,2005,3897,4.0,14223.0,1.8,16.9,81.3,2.4,20.6,77.0,9.1,64.2,75.4,,106,100,361,1672,- 1 311,-466
53,18,2010,4365,0.3,15613.0,1.5,15.5,83.0,2.8,28.0,69.2,10.7,63.5,73.1,100,91,88,314,1196,-883,-218
54,18,2018,4553,1.7,15975.0,1.6,15.5,83.0,2.9,19.2,78.0,9.5,61.9,69.5,124,85,80,485,1600,- 1 114,
55,19,2005,31310,9.4,3254.0,9.7,43.1,47.2,13.9,35.6,50.5,0.9,55.4,67.3,62,98,100,15977,16699,-722,459
56,19,2010,57232,7.7,6042.0,10.1,40.3,49.5,10.8,34.6,54.6,1.2,57.5,69.5,100,117,146,25283,34884,- 9 601,- 8 280
57,19,2018,47408,-2.6,5001.0,7.9,36.1,56.0,9.7,31.0,59.3,0.5,58.2,70.3,459,120,163,29207,34235,- 5 027,-931
58,20,2005,387356,2.1,36727.0,0.9,25.1,74.0,2.0,24.7,73.3,8.4,45.5,61.3,90,100,100,335692,319085,16606,7703
59,20,2010,483549,2.7,44205.0,0.9,23.2,76.0,1.4,23.4,75.3,8.3,47.5,60.8,100,100,117,407596,391256,16340,7977
60,20,2018,467955,1.5,41199.0,0.7,22.2,77.2,1.2,21.3,77.5,7.2,47.8,58.5,113,101,121,429980,406412,23568,-790
61,21,2005,1114,3.0,3933.0,14.7,16.5,68.8,19.6,17.9,62.6,11.0,45.9,81.9,88,101,100,208,439,-231,-151
62,21,2010,1397,3.3,4344.0,12.6,20.7,66.7,17.2,18.0,64.8,11.3,52.4,82.1,100,97,,282,700,-418,-46
63,21,2018,1741,-0.6,4745.0,10.9,18.0,71.1,15.5,15.4,69.1,7.6,53.7,81.4,106,97,,278,913,-636,-131
64,22,2005,4804,1.7,602.0,27.1,30.3,42.5,47.5,11.9,40.6,0.9,67.3,76.6,84,104,100,288,899,-611,-226
65,22,2010,6970,2.1,758.0,25.4,24.7,49.9,45.3,10.5,44.2,1.0,69.2,73.0,100,118,129,534,2134,- 1 600,-530
66,22,2018,8894,5.0,818.0,23.0,24.1,52.9,42.4,18.6,39.0,2.4,68.9,73.1,109,153,148,160,2690,- 2 530,-809
67,23,2005,4868,1.7,74745.0,0.8,9.7,89.5,1.7,12.1,86.2,2.7,67.4,79.2,,98,,49,988,-939,
68,23,2010,5855,-2.5,91552.0,0.7,7.1,92.2,1.4,12.9,85.7,4.5,81.0,87.0,,109,,15,970,-955,696
69,23,2018,6127,-0.1,99363.0,0.8,5.6,93.6,1.6,10.3,87.6,6.7,72.6,80.0,148,112,,12,1078,- 1 066,766
70,24,2005,819,7.1,1247.0,23.2,37.3,39.5,70.3,4.8,24.9,3.1,65.4,75.4,75,106,,258,387,-129,
71,24,2010,1585,11.7,2179.0,17.5,44.6,37.9,59.6,6.6,33.8,3.3,64.6,74.3,100,95,,413,854,-440,-323
72,24,2018,2213,8.0,2774.0,17.3,43.5,39.2,55.6,9.7,34.7,2.4,58.5,74.3,158,102,,520,983,-463,-546
73,25,2005,9549,4.4,1046.0,13.9,30.9,55.2,35.2,20.4,44.4,5.1,62.5,82.6,73,100,,2797,2343,454,622
74,25,2010,19650,4.1,1981.0,12.4,35.8,51.8,30.0,20.6,49.3,2.5,62.0,82.0,100,120,,6965,5604,1361,874
75,25,2018,33806,4.3,3105.0,12.9,29.3,57.7,26.4,22.5,51.1,3.1,55.3,79.9,142,147,,7852,9302,- 1 450,- 2 377
76,27,2005,11223,3.9,2968.0,9.8,25.3,64.9,24.6,28.4,47.1,29.8,37.9,60.5,85,98,100,2388,7054,- 4 665,- 1 844
77,27,2010,17176,0.9,4615.0,8.0,26.4,65.6,19.6,29.1,51.2,27.2,37.1,59.9,100,107,135,4803,9223,- 4 420,- 1 031
78,27,2018,16910,3.2,4808.0,7.5,27.2,65.3,18.6,32.1,49.3,26.0,35.1,58.5,104,118,143,6367,10444,- 4 078,-875
79,28,2005,9931,4.6,5351.0,2.0,47.6,50.3,27.0,17.2,55.9,20.7,54.4,71.5,64,101,,4431,3162,1268,1598
80,28,2010,12787,8.6,6346.0,2.8,35.7,61.6,26.4,13.8,59.8,17.9,53.5,67.3,100,125,,4693,5657,-964,-533
81,28,2018,15566,4.3,6917.0,2.2,34.7,63.1,25.8,13.6,60.6,18.3,66.0,78.6,141,120,,5898,5283,615,2149
82,29,2005,891634,3.2,4770.0,5.5,28.5,66.0,20.5,21.4,58.1,9.3,55.4,79.2,80,99,100,118529,73600,44928,13985
83,29,2010,2 208 838,7.5,11224.0,4.8,27.4,67.8,16.0,22.3,61.7,8.4,54.6,77.7,100,122,115,201915,181768,20147,- 75 760
84,29,2018,1 795 926,-3.6,8649.0,5.1,24.8,70.1,10.2,20.9,69.0,11.9,53.1,74.5,156,136,111,217739,150749,66990,- 9 762
85,30,2005,853,15.5,36802.0,0.2,6.1,93.7,,,,,,,,100,,0,227,-226,
86,30,2010,876,-0.1,32183.0,0.2,5.3,94.5,0.5,11.1,87.4,,,,,102,,0,313,-313,
87,30,2018,971,0.3,31677.0,0.2,6.5,93.3,,,,,,,,103,,0,403,-403,
88,31,2005,10561,0.4,28923.0,0.9,72.0,27.1,1.0,19.2,79.8,5.9,56.6,78.0,96,75,100,6242,1447,4794,4033
89,31,2010,13707,2.6,35267.0,0.7,67.4,31.9,0.7,19.2,80.0,6.2,58.0,76.4,100,139,88,8908,2539,6369,5016
90,31,2018,11400,-2.5,26939.0,1.2,56.5,42.4,0.5,17.6,81.9,7.1,59.0,74.5,99,169,79,5571,3085,2486,1766
91,32,2005,29636,7.1,3857.0,8.6,28.4,63.0,8.9,34.2,56.8,10.1,44.7,56.4,73,90,100,11739,18162,- 6 423,- 3 347
92,32,2010,50610,1.3,6835.0,4.8,27.4,67.8,6.8,33.0,60.2,10.3,47.7,59.5,100,106,98,20608,25360,- 4 752,-965
93,32,2018,53240,3.9,7465.0,4.7,28.3,67.0,6.1,29.0,64.9,5.9,47.8,59.5,108,114,105,30182,34149,- 3 967,2628
94,33,2005,5463,8.7,407.0,38.5,17.7,43.8,82.0,5.1,12.9,4.0,62.4,86.8,87,104,,332,1161,-828,-634
95,33,2010,8980,8.4,575.0,35.1,20.2,44.7,60.9,11.4,27.7,4.7,59.7,81.7,100,118,,1288,2048,-760,-181
96,33,2018,11695,5.9,627.0,30.3,25.7,44.0,27.6,32.0,40.4,6.2,57.9,75.0,108,125,,2262,4083,- 1 821,-780
97,34,2005,1117,0.9,150.0,43.0,17.8,39.1,91.8,2.6,5.6,1.7,82.1,80.2,61,92,,114,258,-144,-6
98,34,2010,2032,5.1,232.0,40.7,16.3,43.0,91.4,2.6,6.1,1.6,80.4,78.2,100,108,,118,404,-286,-301
99,34,2018,2874,1.7,273.0,37.7,15.2,47.1,91.5,2.5,6.0,1.5,80.3,77.5,189,108,,142,725,-583,-355
100,35,2005,1105,6.5,2329.0,11.7,22.8,65.5,73.2,6.8,20.0,11.2,44.2,75.7,83,99,,89,438,-349,-41
101,35,2010,1664,1.5,3313.0,9.2,20.8,70.1,69.7,7.3,23.0,10.7,46.0,72.8,100,106,,220,731,-511,-223
102,35,2018,1639,3.8,3038.0,9.4,19.9,70.6,67.2,6.9,25.9,10.4,50.0,71.6,108,97,,50,794,-744,-125
103,36,2005,6293,13.2,474.0,32.4,26.4,41.2,70.8,9.8,19.4,2.0,76.9,86.7,68,105,,3019,2552,467,-307
104,36,2010,11242,6.0,786.0,36.0,23.3,40.7,54.2,16.2,29.6,0.4,81.8,89.3,100,148,,5590,4903,688,-538
105,36,2018,20017,6.9,1270.0,26.3,31.3,42.4,25.7,26.9,47.4,0.2,81.2,88.9,125,186,,12440,13155,-716,- 1 775
106,37,2005,17944,2.0,1030.0,15.2,30.3,54.6,64.9,9.6,25.5,4.4,70.4,81.4,86,103,100,2849,2800,49,-495
107,37,2010,26144,3.4,1309.0,15.1,29.1,55.8,64.9,9.3,25.8,4.1,70.6,81.4,100,140,102,3878,5133,- 1 255,-856
108,37,2018,32217,4.5,1374.0,16.7,26.6,56.7,61.6,9.3,29.1,4.2,71.3,81.2,115,175,112,2433,4224,- 1 791,- 1 037
109,38,2005,1 169 393,3.2,36218.0,1.8,32.4,65.8,2.7,22.0,75.2,6.8,60.9,72.6,92,102,100,360552,314444,46108,21931
110,38,2010,1 613 463,3.1,47221.0,1.4,28.6,70.0,2.3,19.8,77.9,8.1,61.9,71.4,100,103,88,386580,392109,- 5 529,- 58 160
111,38,2018,1 529 760,1.5,42154.0,1.7,28.5,69.8,1.9,19.5,78.6,6.3,60.6,69.6,112,113,92,420502,432721,- 12 219,- 48 800
112,39,2005,3042,6.5,62559.0,0.2,9.1,90.6,1.7,22.2,75.5,3.5,,,,101,,52,1191,- 1 138,
113,39,2010,3267,-2.7,58859.0,0.3,7.7,92.0,0.6,14.9,84.2,6.7,80.6,88.0,100,100,,13,828,-815,
114,39,2018,3844,1.8,63261.0,0.3,7.5,92.2,0.8,15.5,83.6,6.3,80.6,85.6,103,103,,79,988,-909,
115,40,2005,1413,2.4,342.0,45.0,18.6,36.5,86.4,7.0,6.6,6.2,64.1,78.8,81,101,100,111,185,-75,
116,40,2010,2034,3.6,457.0,41.2,24.0,34.8,86.2,7.1,6.8,6.3,64.1,79.0,100,115,126,90,210,-120,
117,40,2018,1810,4.5,394.0,31.9,25.5,42.6,85.6,7.9,6.5,5.8,63.3,80.0,187,122,86,41,333,-292,
118,41,2005,6681,7.9,664.0,26.0,35.1,38.9,87.2,5.3,7.5,5.7,64.9,79.9,86,106,100,3095,953,2142,
119,41,2010,9791,13.4,824.0,35.9,36.7,27.4,86.8,6.1,7.1,5.7,64.8,79.1,100,147,79,3410,2507,904,
120,41,2018,11267,-3.4,780.0,27.5,32.6,39.9,87.0,4.9,8.0,5.9,64.8,77.5,116,150,65,1344,844,499,
121,42,2005,,,,,,,20.9,30.2,48.9,9.3,50.0,68.9,,,,,,,
122,42,2010,,,,,,,21.0,30.0,49.0,9.7,50.2,67.4,,,,,,,
123,42,2018,,,,,,,19.9,29.7,50.4,9.3,49.2,65.2,,,,,,,
124,43,2005,122965,6.2,7615.0,4.6,39.1,56.3,13.2,23.0,63.9,8.0,38.3,73.0,,100,,41973,32927,9046,1825
125,43,2010,218538,5.8,12860.0,3.9,38.8,57.3,10.6,23.0,66.4,8.4,47.1,75.0,101,108,,71106,59007,12099,3069
126,43,2018,247046,1.6,13794.0,4.3,31.3,64.4,9.4,22.7,67.9,7.1,50.8,74.5,116,114,,69229,65062,4168,- 4 146
127,44,2005,2 308 800,11.4,1747.0,12.0,47.2,40.9,35.8,29.6,34.6,4.1,66.8,79.7,,100,,761953,659953,102001,132378
128,44,2010,6 066 351,10.6,4461.0,9.8,46.6,43.6,26.2,30.2,43.6,4.2,63.8,77.9,100,120,,1 577 764,1 396 002,181762,237810
129,44,2018,11 218 281,7.3,7993.0,8.9,40.0,51.2,16.4,26.3,57.2,4.7,60.9,75.7,104,139,,2 238 669,1 844 183,394485,164887
130,45,2005,181569,7.4,26593.0,0.1,8.7,91.3,0.3,15.1,84.7,5.6,51.7,71.1,90,99,,292119,300160,- 8 042,21575
131,45,2010,228639,6.8,32545.0,0.1,7.0,93.0,0.2,13.3,86.4,4.3,51.4,68.1,100,55,,400692,441369,- 40 677,16012
132,45,2018,320912,2.0,43943.0,0.1,7.2,92.7,0.2,13.0,86.8,3.2,53.8,67.8,128,59,,550240,589824,- 39 584,14736
133,46,2005,12092,8.1,25059.0,,14.9,85.1,0.1,25.0,74.8,4.2,57.3,72.5,80,100,100,2474,4514,- 2 040,2902
134,46,2010,28124,25.3,52375.0,,7.4,92.6,0.2,13.7,86.0,2.8,65.3,76.9,100,95,45,870,5629,- 4 760,11089
135,46,2018,45311,-0.9,74018.0,,8.0,92.0,0.5,20.0,79.5,1.9,66.0,76.1,136,90,42,1406,9449,- 8 043,12215
136,47,2005,146566,4.7,3386.0,8.4,32.8,58.8,20.7,20.0,59.2,11.9,49.3,81.7,80,99,,21190,21204,-14,- 1 891
137,47,2010,287018,4.0,6251.0,7.1,35.0,57.9,18.3,19.6,62.1,10.9,56.2,82.5,100,100,,39820,40683,-863,- 8 732
138,47,2018,282463,2.0,5806.0,7.1,32.6,60.3,16.0,19.2,64.8,9.1,59.0,82.6,132,115,,38463,45878,- 7 414,- 10 359
139,48,2005,787,2.8,1287.0,37.3,10.9,51.8,55.8,14.3,29.8,4.5,33.3,50.2,84,96,,4,85,-81,-27
140,48,2010,1068,3.8,1549.0,41.4,8.3,50.3,55.9,14.7,29.5,4.4,34.4,49.8,100,106,,14,181,-167,-39
141,48,2018,1150,2.2,1445.0,42.0,11.8,46.2,54.7,15.4,29.9,4.3,36.1,50.3,104,109,,18,167,-149,
142,49,2005,6087,7.6,1637.0,4.6,73.4,22.0,40.0,23.4,36.6,19.8,66.7,70.6,79,100,100,4744,1342,3402,696
143,49,2010,12281,8.7,2800.0,3.7,78.1,18.2,39.1,23.3,37.6,14.6,67.5,71.5,100,122,159,6918,4369,2548,900
144,49,2018,7778,-1.9,1517.0,9.3,51.9,38.8,37.9,25.4,36.7,11.3,67.3,71.9,119,138,,1387,12380,- 10 993,- 4 627
145,50,2005,183,-1.1,9262.0,6.9,9.6,83.5,,,,13.1,63.0,75.5,,100,,5,81,-76,
146,50,2010,255,-3.0,13758.0,4.9,8.5,86.6,,,,6.9,64.2,76.1,100,94,,5,91,-85,
147,50,2018,290,3.7,16698.0,7.9,8.1,84.0,4.3,11.7,84.0,8.2,65.4,76.6,111,91,,21,130,-109,
148,51,2005,19952,3.9,4697.0,9.6,26.9,63.6,15.2,21.6,63.1,6.6,44.7,80.5,63,98,,7151,9173,- 2 023,-860
149,51,2010,37269,5.0,8199.0,7.2,25.4,67.4,15.1,19.6,65.3,8.9,44.1,77.1,100,113,,9045,13920,- 4 875,- 1 214
150,51,2018,57436,4.3,11825.0,5.5,21.5,73.0,11.6,18.6,69.8,8.4,45.6,73.9,123,129,,10642,15907,- 5 265,- 1 717
151,52,2005,45416,4.2,10374.0,5.0,29.0,66.0,17.3,28.6,54.1,12.6,46.2,61.1,86,100,100,8773,18560,- 9 788,- 2 479
152,52,2010,59829,-1.4,13823.0,4.8,26.9,68.2,14.2,27.4,58.3,11.6,46.2,59.8,100,111,99,11811,20067,- 8 256,-894
153,52,2018,51231,3.0,12159.0,4.1,26.4,69.6,7.3,26.8,65.8,9.2,45.4,57.4,107,121,92,15732,24513,- 8 780,2363
154,53,2005,42644,11.2,3779.0,4.4,21.8,73.8,20.2,19.1,60.6,1.9,38.3,67.4,,97,,2319,8084,- 5 766,
155,53,2010,64328,2.4,5676.0,3.7,23.1,73.2,18.6,17.1,64.3,2.5,42.3,68.7,,88,,4945,10913,- 5 968,
156,53,2018,89689,-0.9,7815.0,3.9,22.9,73.2,18.4,16.5,65.0,2.7,41.3,67.3,,103,,22329,4304,18025,
157,54,2005,2345,,18120.0,0.6,16.4,83.0,0.9,15.3,83.8,18.2,54.8,65.4,84,,,,,,
158,54,2010,2951,0.1,19994.0,0.5,16.0,83.5,1.1,17.6,81.3,9.6,53.2,66.5,100,,,,,,
159,54,2018,3121,-1.0,19586.0,0.4,19.8,79.8,,,,13.0,,,110,,,,,,-690
160,55,2005,18694,3.7,25311.0,3.1,20.5,76.4,4.7,24.0,71.2,5.3,53.2,72.7,89,98,100,1546,6382,- 4 836,-971
161,55,2010,25561,1.3,30817.0,2.4,16.7,80.9,3.8,20.4,75.8,6.3,57.6,70.6,100,84,100,1506,8645,- 7 138,- 2 906
162,55,2018,20046,3.0,23631.0,2.1,11.4,86.5,3.5,16.9,79.6,10.5,58.1,67.3,101,79,72,3368,9292,- 5 924,- 1 452
163,56,2005,135990,6.4,13257.0,2.4,37.7,59.8,4.0,39.5,56.5,7.9,50.8,68.9,87,100,100,78209,76527,1681,- 2 810
164,56,2010,207016,2.3,19648.0,1.7,36.8,61.5,3.1,38.0,58.9,7.3,49.2,68.0,100,91,110,132141,125691,6450,- 7 351
165,56,2018,195305,2.6,18406.0,2.5,37.6,59.9,2.8,37.4,59.8,3.5,51.8,68.0,111,100,122,180010,162058,17952,1918
166,57,2005,17085,1.7,932.0,24.3,24.5,51.3,50.6,6.1,43.3,3.5,48.3,76.9,88,100,100,7248,5865,1383,40
167,57,2010,24885,2.0,1220.0,26.0,23.8,50.2,49.5,5.9,44.6,3.1,48.2,72.3,100,107,103,10284,7849,2434,465
168,57,2018,36768,8.8,1552.0,20.8,32.8,46.3,47.4,6.3,46.2,2.6,48.2,66.1,112,127,140,12437,9555,2881,-414
