id,country_id,year,GDP,GDP growth,GDP per capita,Agriculture,Industry,Services,Agriculture employment,Industry employment,Services employment,Unemployment rate,Labour participation (females),Labour participation (males),CPI,Agricultural index,Industrial index,Exports,Imports,Trade balance,Current account
169,58,2005,13031,3.8,548.0,25.0,42.8,32.2,67.6,16.3,16.1,4.5,75.5,87.9,,101,,787,1466,-679,
170,58,2010,13945,-0.5,570.0,20.8,48.2,31.0,66.8,17.4,15.8,4.6,74.9,87.2,,98,,882,1957,- 1 075,
171,58,2018,16789,3.9,665.0,21.7,47.2,31.1,67.0,17.5,15.5,4.7,74.4,86.9,,102,,1033,2920,- 1 887,
172,59,2005,11965,6.1,219.0,22.3,32.9,44.9,81.4,13.0,5.7,3.7,71.2,73.4,59,100,,2190,2268,-78,-389
173,59,2010,21566,7.1,334.0,22.4,40.5,37.0,79.6,11.7,8.7,3.7,71.2,73.6,100,104,,5300,4500,800,- 2 174
174,59,2018,40337,2.4,512.0,20.6,43.1,36.2,82.0,11.0,7.0,3.7,71.4,73.5,134,109,,4491,5655,- 1 165,- 1 334
175,60,2005,264467,2.3,48779.0,1.3,26.2,72.5,3.2,23.9,72.9,4.8,60.5,71.4,90,101,100,82278,72716,9562,11007
176,60,2010,321995,1.9,57967.0,1.4,22.8,75.8,2.4,19.6,78.0,7.5,59.8,69.1,100,101,86,96217,82724,13492,21051
177,60,2018,306900,2.0,53730.0,0.9,23.5,75.6,2.5,18.6,78.8,5.9,59.1,67.0,109,101,89,101646,92248,9398,25798
178,61,2005,709,3.2,905.0,3.6,16.2,80.2,36.1,24.4,39.6,6.4,46.7,73.8,78,95,,39,277,-238,20
179,61,2010,1067,3.5,1254.0,3.6,19.0,77.4,33.2,27.4,39.4,6.2,47.6,71.1,100,116,,470,603,-133,50
180,61,2018,1892,6.3,2007.0,3.3,21.8,74.9,29.0,29.8,41.1,5.8,49.5,68.6,116,133,,137,1094,-956,-170
181,62,2005,370,-0.3,5245.0,13.2,15.0,71.9,21.0,20.0,58.8,11.0,45.0,70.2,86,99,,42,165,-124,-76
182,62,2010,494,1.2,6912.0,13.8,14.4,71.8,,,,,,,100,108,,34,225,-190,-80
183,62,2018,581,2.6,7907.0,18.0,13.6,68.4,,,,,,,103,113,,21,231,-210,5
184,63,2005,35510,9.3,3844.0,7.7,32.5,59.8,15.3,23.4,61.3,6.5,48.8,81.3,73,98,100,6183,6804,-621,-473
185,63,2010,53132,8.3,5368.0,6.4,30.0,63.6,14.4,18.2,67.4,5.0,49.3,78.7,100,123,114,4767,15138,- 10 371,- 4 024
186,63,2018,71584,6.6,6722.0,6.1,28.5,65.5,11.9,17.6,70.6,5.5,54.4,79.3,129,145,129,8856,19524,- 10 669,-165
187,64,2005,41507,5.3,3022.0,10.0,33.4,56.6,29.1,18.5,52.4,7.7,55.3,83.2,80,98,,9869,9609,261,474
188,64,2010,69555,3.5,4657.0,10.2,36.3,53.5,27.9,18.5,53.6,4.1,49.9,80.5,100,123,,17490,20591,- 3 101,- 1 583
189,64,2018,98010,-2.2,5982.0,9.6,37.3,53.1,26.8,18.6,54.6,5.1,55.0,81.2,124,115,,19122,19845,-722,-255
190,65,2005,94456,4.5,1230.0,14.4,36.9,48.8,30.9,21.5,47.6,11.2,20.2,73.0,58,99,,10646,19812,- 9 166,2103
191,65,2010,214630,5.1,2552.0,14.0,37.5,48.5,29.1,24.0,46.9,11.8,22.8,75.8,100,109,,26332,53003,- 26 672,- 4 504
192,65,2018,270144,4.3,2823.0,11.9,32.9,55.2,24.5,25.6,49.9,11.8,22.3,73.8,231,124,,25943,66339,- 40 396,- 9 336
193,66,2005,17094,3.6,2835.0,10.2,28.7,61.1,20.0,22.2,57.8,7.2,45.5,79.0,84,99,100,3436,6809,- 3 373,-622
194,66,2010,21418,1.4,3474.0,12.1,25.9,62.1,20.8,21.4,57.9,4.9,46.4,79.1,100,107,106,4499,8416,- 3 917,-533
195,66,2018,26797,2.4,4224.0,10.6,25.5,63.9,18.6,21.1,60.3,4.6,47.3,79.1,110,111,116,5760,10593,- 4 833,-501
196,67,2005,8520,8.9,11250.0,1.5,81.3,17.2,57.2,6.8,36.1,5.7,53.8,61.5,77,101,,7062,1309,5753,
197,67,2010,16299,-8.9,17136.0,1.1,74.3,24.6,54.9,8.0,37.1,5.6,55.4,61.5,100,109,,9964,5679,4285,
198,67,2018,10678,-8.9,8742.0,2.5,50.0,47.5,60.4,6.4,33.2,7.6,55.7,61.7,121,115,,6196,4887,1309,
199,68,2005,1098,1.5,277.0,24.2,21.9,53.9,83.7,7.6,8.6,7.0,73.8,84.9,,108,,11,503,-493,
200,68,2010,2117,2.2,482.0,19.1,23.1,57.8,84.3,7.3,8.4,6.8,74.7,86.6,,102,,13,1187,- 1 175,
201,68,2018,5414,3.7,1093.0,17.3,23.5,59.1,83.8,7.0,9.1,6.3,75.4,87.3,,104,,16,3949,- 3 932,
202,69,2005,14003,9.6,10330.0,3.5,29.8,66.7,5.2,34.1,60.7,8.0,53.5,64.7,79,103,100,8247,11018,- 2 770,- 1 386
203,69,2010,19503,2.3,14640.0,3.2,28.0,68.8,4.2,30.3,65.5,16.7,55.0,67.1,100,110,104,12811,13197,-385,344
204,69,2018,23338,2.1,17782.0,2.6,26.9,70.5,3.8,29.7,66.5,6.7,56.2,69.9,115,128,134,15353,17320,- 1 967,825
205,70,2005,3176,1.8,2872.0,11.3,40.8,47.9,69.1,14.5,16.4,22.1,38.8,68.0,69,103,,1278,1656,-378,-103
206,70,2010,4436,3.8,3688.0,10.4,38.7,50.9,68.3,13.7,18.0,27.8,40.3,66.3,100,106,132,1557,1710,-153,-388
207,70,2018,4007,0.0,2983.0,10.0,36.9,53.1,69.4,12.2,18.4,26.4,42.9,67.4,155,113,153,1588,483,1106,640
208,71,2005,12164,11.8,159.0,45.2,13.1,41.7,80.2,6.6,13.1,5.4,78.4,90.8,45,102,100,926,4095,- 3 169,- 1 568
209,71,2010,26311,12.6,300.0,45.3,10.4,44.3,77.2,6.3,16.6,5.2,77.5,90.0,100,138,159,2330,8602,- 6 272,-425
210,71,2018,70315,7.6,687.0,36.8,21.0,42.2,67.3,9.6,23.1,5.3,77.4,87.9,249,164,242,1385,16252,- 14 867,- 8 269
211,72,2005,,,,,,,,,,,,,,103,,11,8,2,
212,72,2010,,,,,,,,,,,,,,96,,9,50,-41,
213,72,2018,,,,,,,,,,1.2,77.2,86.0,,96,,3,13,-10,
214,73,2005,,,,,,,11.1,22.2,66.7,3.2,,,,100,,602,747,-145,31
215,73,2010,,,,,,,,,,6.4,77.5,85.3,,100,,839,780,59,144
216,73,2018,,,,,,,,,,4.0,79.4,86.0,,101,,1405,1066,338,
217,74,2005,2980,0.7,3627.0,12.8,17.9,69.2,44.2,13.4,42.4,4.6,38.1,73.8,81,99,100,702,1607,-906,-206
218,74,2010,3140,3.0,3652.0,10.2,19.9,69.9,42.9,13.7,43.4,8.9,39.0,73.9,100,81,101,841,1808,-967,-149
219,74,2018,4671,0.4,5197.0,13.6,17.5,68.9,38.6,13.2,48.1,6.2,40.7,75.2,125,84,104,956,2420,- 1 464,-315
220,75,2005,204431,2.8,38873.0,2.6,33.5,63.8,4.8,25.8,69.4,8.4,56.6,64.8,91,102,100,65238,58473,6766,7788
221,75,2010,247800,3.0,46181.0,2.7,30.0,67.3,4.4,23.3,72.3,8.4,56.0,63.9,100,94,100,70117,68767,1349,2792
222,75,2018,238503,1.9,43339.0,2.7,27.1,70.2,3.8,22.1,74.1,8.6,54.7,61.7,110,97,94,67281,70100,- 2 820,1917
223,76,2005,2 203 624,1.6,34843.0,1.9,21.5,76.6,3.6,23.8,72.6,8.5,50.1,62.6,93,100,100,434354,475857,- 41 503,-137
224,76,2010,2 646 837,2.0,40629.0,1.8,19.6,78.6,2.9,22.2,74.8,8.9,50.9,62.0,100,99,90,511651,599172,- 87 520,- 22 034
225,76,2018,2 465 454,1.2,36826.0,1.6,19.6,78.8,2.8,20.3,76.9,9.7,50.5,59.8,107,96,87,526267,617386,- 91 119,- 18 514
226,77,2005,,,,,,,,,,24.8,36.3,48.2,,98,,,,,
227,77,2010,,,,,,,,14.1,51.5,21.0,43.2,54.9,,103,,,,,
228,77,2018,,,,,,,,14.9,58.3,21.3,48.4,58.8,126,127,,,,,
229,78,2005,5703,1.4,22374.0,3.4,12.7,83.9,9.2,17.5,73.3,11.8,47.2,65.7,,104,,210,1702,- 1 491,9
230,78,2010,6081,-2.5,22704.0,2.5,12.3,85.2,9.2,18.2,72.6,18.0,48.2,63.8,,99,,153,1726,- 1 573,-18
231,78,2018,5418,1.8,19335.0,3.1,11.8,85.1,8.6,17.4,74.0,20.5,47.7,61.2,122,102,,153,1638,- 1 485,412
232,79,2005,9579,1.1,6827.0,5.2,62.6,32.2,43.3,12.2,44.5,16.9,37.8,57.3,89,100,100,5068,1451,3617,1983
233,79,2010,12882,6.8,7854.0,4.6,55.6,39.8,43.1,12.6,44.3,20.4,39.9,58.1,100,112,117,8539,2969,5570,2453
234,79,2018,13863,3.2,7002.0,4.1,50.8,45.2,41.8,12.6,45.5,19.5,43.2,59.5,111,123,126,1584,2805,- 1 220,
235,80,2005,624,-0.9,432.0,28.6,14.9,56.5,34.2,16.2,49.6,9.4,48.5,68.8,81,94,,7,260,-252,-43
236,80,2010,952,6.5,563.0,30.7,13.1,56.2,32.8,14.7,52.5,9.4,50.3,68.7,100,133,,68,284,-215,17
237,80,2018,986,2.2,484.0,20.6,13.8,65.6,26.8,15.4,57.8,9.5,51.4,67.7,140,106,,120,386,-265,-96
238,81,2005,6411,9.6,1429.0,16.5,26.5,57.0,54.3,9.3,36.4,13.8,55.2,72.9,70,121,100,865,2490,- 1 624,-696
239,81,2010,11638,6.2,2750.0,8.3,22.0,69.8,48.2,10.4,41.5,16.3,56.0,75.1,100,68,137,1677,5236,- 3 558,- 1 199
240,81,2018,14333,2.7,3651.0,9.1,24.9,66.0,39.8,12.7,47.5,11.5,58.0,78.9,124,74,185,2728,7982,- 5 254,- 1 311
241,82,2005,2 861 339,0.7,35035.0,0.9,34.8,64.3,2.4,29.8,67.8,11.2,50.7,66.7,92,100,100,977132,779819,197313,131661
242,82,2010,3 417 095,4.1,42241.0,0.9,35.8,63.4,1.6,28.3,70.0,7.0,52.8,66.5,100,103,104,1 271 096,1 066 817,204280,193034
243,82,2018,3 477 796,1.9,42456.0,0.7,35.9,63.4,1.3,27.0,71.7,3.6,55.1,66.1,109,107,112,1 450 215,1 173 628,276587,297118
244,83,2005,17199,6.2,798.0,31.8,20.3,47.9,49.0,15.8,35.2,4.7,73.1,77.7,53,100,,3060,4878,- 1 819,- 1 105
245,83,2010,32174,7.9,1313.0,29.8,19.1,51.1,42.0,15.2,42.8,5.3,73.8,78.7,100,127,,5233,8057,- 2 824,- 2 747
246,83,2018,42794,3.5,1517.0,18.9,24.2,56.9,39.7,14.4,46.0,2.4,74.9,79.4,232,153,,7982,10124,- 2 141,- 2 003
247,84,2005,,,,,,,,,,,57.5,78.8,,,,195,501,-306,
248,84,2010,,,,,,,,,,,,,,,,259,627,-368,
249,84,2018,,,,,,,,,,,,,142,,,362,743,-382,
250,85,2005,247777,0.6,21925.0,4.8,19.8,75.4,12.2,22.4,65.4,10.0,42.7,64.9,85,104,100,17434,54894,- 37 459,- 18 233
251,85,2010,299362,-5.5,26154.0,3.3,15.7,81.1,12.4,19.6,68.0,12.7,44.8,64.5,100,94,84,27586,66453,- 38 867,- 30 275
252,85,2018,192691,-0.2,17230.0,4.0,16.3,79.7,11.9,15.3,72.8,19.5,45.3,60.2,101,93,74,32155,55301,- 23 146,- 1 331
253,86,2005,1656,2.7,29081.0,10.6,15.2,74.2,,,,9.3,,,,99,,402,700,-297,
254,86,2010,2307,2.7,40724.0,8.3,17.5,74.3,,,,8.4,,,,98,,391,854,-463,
255,86,2018,2283,0.2,40469.0,12.8,15.2,72.0,4.6,12.6,82.5,9.7,,,,98,,549,743,-194,
256,87,2005,695,13.3,6755.0,3.4,26.1,70.5,,,,10.2,,,83,78,,28,334,-306,-193
257,87,2010,771,-0.5,7366.0,5.2,16.8,78.1,,,,,,,100,96,,25,306,-281,-204
258,87,2018,1016,1.9,9469.0,7.3,15.1,77.6,,,,,,,107,128,,23,419,-396,-34
259,88,2005,,,,,,,,,,25.9,37.7,46.8,,103,,,,,
260,88,2010,,,,,,,,13.8,64.4,23.8,39.5,44.2,100,89,,,,,
261,88,2018,,,,,,,3.3,13.5,65.5,26.1,49.6,56.5,106,92,,,,,
262,89,2005,,,,,,,10.1,15.4,74.5,7.0,56.1,79.9,,99,,,,,
263,89,2010,,,,,,,9.6,16.6,73.9,8.2,54.8,78.6,100,95,,,,,
264,89,2018,,,,,,,8.8,16.1,75.2,5.9,52.8,76.6,115,78,,,,,
265,90,2005,27211,3.3,2078.0,13.1,28.6,58.3,36.0,20.9,43.1,2.5,44.4,87.3,75,100,,5381,10500,- 5 119,- 1 241
266,90,2010,41338,2.9,2825.0,11.4,28.0,60.6,37.0,19.8,43.2,3.7,41.7,85.6,100,124,,8460,13830,- 5 370,-563
267,90,2018,68763,3.1,4147.0,10.7,26.7,62.6,29.0,21.1,49.9,2.7,40.6,85.0,133,158,,11108,18190,- 7 082,1134
268,91,2005,4063,3.0,420.0,14.9,34.9,50.3,70.1,5.8,24.0,4.6,62.8,67.4,42,100,,796,1648,-852,-160
269,91,2010,6853,4.2,635.0,18.6,34.3,47.1,70.2,6.0,23.8,4.5,62.8,66.6,100,120,,1471,1405,66,-327
270,91,2018,8476,6.6,684.0,20.2,36.9,42.9,68.0,6.0,26.1,4.5,63.0,65.4,219,135,,1942,2065,-123,- 2 745
271,92,2005,587,4.3,425.0,45.4,14.7,39.9,84.6,6.9,8.4,6.5,64.4,79.2,84,100,,23,112,-88,-10
272,92,2010,849,4.6,546.0,46.2,13.5,40.3,84.5,6.6,9.0,6.3,64.7,78.1,100,128,,120,197,-77,-71
273,92,2018,1123,5.1,618.0,44.2,14.7,41.1,83.3,6.9,9.7,6.1,65.7,78.1,112,143,,1430,204,1226,10
274,93,2005,1315,-2.0,1752.0,25.7,28.7,45.6,23.5,23.9,52.6,11.8,34.1,78.0,74,94,,539,778,-239,-96
275,93,2010,2259,4.1,3026.0,17.6,34.5,47.9,17.0,25.0,58.0,10.9,37.0,76.0,100,108,,901,1452,-551,-246
276,93,2018,3437,3.4,4444.0,14.6,40.3,45.1,13.2,26.4,60.5,11.7,40.8,74.5,110,130,,1790,1762,28,128
277,94,2005,4154,1.8,448.0,22.4,32.9,44.8,49.8,10.4,39.9,15.0,59.2,70.1,67,102,,470,1449,-979,7
278,94,2010,6708,-5.5,671.0,21.0,33.7,45.4,47.2,10.2,42.5,15.9,60.6,71.4,100,132,,579,3147,- 2 568,-102
279,94,2018,7647,1.4,705.0,16.7,38.0,45.3,40.6,12.6,46.8,13.9,64.1,72.8,181,155,,941,3470,- 2 530,-72
280,96,2005,9757,6.1,1323.0,13.1,27.6,59.3,39.3,20.9,39.8,4.0,36.5,83.4,72,103,100,1294,4419,- 3 125,-304
281,96,2010,15839,3.7,1933.0,11.9,26.2,62.0,37.8,18.6,43.6,4.1,44.5,84.8,100,111,113,3104,6895,- 3 791,-682
282,96,2018,21517,3.6,2361.0,12.7,26.6,60.7,28.3,21.4,50.4,4.3,50.9,85.6,138,124,130,4970,8612,- 3 642,-380
283,97,2005,113035,4.4,11207.0,4.3,31.3,64.5,4.9,32.5,62.7,7.2,42.9,58.4,77,97,100,62272,65920,- 3 648,- 7 883
284,97,2010,130923,0.7,13187.0,3.5,29.9,66.6,4.5,30.7,64.8,11.2,43.8,58.2,100,80,108,94749,87432,7317,346
285,97,2018,125817,2.2,12900.0,4.4,30.5,65.1,4.8,29.9,65.4,4.0,47.9,63.9,114,88,122,113382,104284,9098,3743
286,98,2005,16691,6.7,56585.0,5.7,24.7,69.6,6.5,21.7,71.8,2.6,70.9,80.7,67,99,,3091,4979,- 1 888,- 2 653
287,98,2010,13311,-3.6,41553.0,7.4,24.7,68.0,5.6,18.4,76.0,7.6,70.6,79.1,100,110,,4603,3914,689,-881
288,98,2018,20270,7.2,60966.0,5.7,22.4,72.0,3.1,15.5,81.4,2.8,72.5,81.2,122,126,,4850,6945,- 2 094,879
289,99,2005,812059,9.3,710.0,19.5,33.6,46.9,56.0,18.8,25.2,4.4,36.8,83.1,66,100,100,100353,140862,- 40 509,- 10 284
290,99,2010,1 650 635,10.3,1341.0,18.9,32.5,48.7,51.5,21.8,26.7,3.5,28.6,80.5,100,124,152,220408,350029,- 129 621,- 54 516
291,99,2018,2 259 642,7.1,1706.0,17.4,28.8,53.8,41.6,23.9,34.5,3.5,27.0,78.8,160,145,163,216913,337414,- 120 501,- 39 073
292,100,2005,304372,5.7,1343.0,12.1,43.1,44.8,44.0,18.8,37.2,7.7,49.9,85.2,69,98,,85660,57701,27959,278
293,100,2010,755094,6.2,3113.0,14.3,43.9,41.8,39.2,18.7,42.2,5.6,51.9,83.9,100,123,,157779,135663,22116,5144
294,100,2018,932259,5.0,3570.0,14.0,40.8,45.3,30.2,21.6,48.2,4.4,50.7,81.6,142,143,,168810,157388,11422,- 17 293
295,101,2005,226452,3.2,3216.0,6.2,47.7,46.1,24.8,30.4,44.9,12.1,19.4,74.3,,103,,60012,38869,21143,
296,101,2010,491099,5.8,6586.0,6.4,43.4,50.2,19.2,32.2,48.6,13.5,15.9,70.0,,102,,83785,54697,29088,
297,101,2018,425403,13.4,5299.0,9.8,34.3,55.9,16.6,32.4,51.0,11.9,16.6,71.1,106,110,,33103,29519,3585,
298,102,2005,36268,4.4,1343.0,6.9,63.3,29.9,23.0,18.3,58.7,18.0,14.5,70.9,59,102,,19773,12861,6912,- 3 335
299,102,2010,117138,5.5,3808.0,5.1,55.4,39.4,23.1,18.7,58.3,11.2,18.0,75.8,100,103,,52483,31764,20718,6488
300,102,2018,160021,11.0,4301.0,4.1,39.8,56.1,19.2,19.5,61.3,8.5,19.0,74.3,119,75,,24266,40362,- 16 096,3843
301,103,2005,211645,6.0,50237.0,1.2,34.4,64.5,6.0,27.7,66.3,4.3,52.4,72.8,93,98,100,110003,70284,39719,- 7 150
302,103,2010,221951,1.8,47969.0,1.1,26.1,72.9,4.6,19.6,75.9,13.8,53.3,69.2,100,101,109,120645,64601,56045,2319
303,103,2018,304819,5.1,64497.0,1.0,39.3,59.7,5.3,19.0,75.8,6.0,52.7,66.7,105,110,128,138072,88828,49244,42719
304,104,2005,,,,,,,1.4,16.1,82.5,1.6,55.7,71.4,,,,,,,
305,104,2010,,,,,,,1.9,14.8,83.3,2.4,56.3,69.9,,,,,,,
306,104,2018,,,,,,,,,,2.6,57.5,69.3,161,,,,,,
307,105,2005,142463,4.1,21576.0,1.8,23.0,75.2,2.0,21.6,76.4,11.3,55.0,68.8,88,100,,42771,45032,- 2 262,4540
308,105,2010,233611,5.5,31459.0,1.7,22.9,75.4,1.6,20.2,78.2,8.5,57.0,69.4,100,104,126,58413,59194,-781,8372
309,105,2018,317748,4.0,38788.0,1.3,20.8,77.9,1.1,17.2,81.8,4.3,59.3,69.0,106,109,136,53791,69693,- 15 901,10392
310,106,2005,1 852 616,0.9,31503.0,2.2,25.8,71.9,4.2,30.7,65.1,7.7,37.9,61.0,91,100,100,372957,384836,- 11 878,- 17 023
311,106,2010,2 125 058,1.7,35578.0,2.0,24.4,73.7,3.8,28.6,67.6,8.4,37.8,58.9,100,97,89,446840,486984,- 40 145,- 73 018
312,106,2018,1 858 913,0.9,31279.0,2.1,23.9,74.0,3.9,26.1,70.0,11.0,39.4,58.0,109,92,80,503054,451416,51638,54333
313,107,2005,11244,0.9,4097.0,5.7,23.9,70.4,18.1,17.8,64.1,10.9,55.6,76.8,56,97,,1514,4885,- 3 370,- 1 071
314,107,2010,13219,-1.5,4692.0,5.9,20.0,74.1,20.2,15.9,63.8,12.4,56.1,77.1,100,98,,1328,5225,- 3 898,-934
315,107,2018,14057,1.4,4879.0,7.6,21.9,70.5,18.4,15.4,66.2,12.3,57.6,77.6,151,105,,1310,5818,- 4 508,-103
316,108,2005,4 755 410,1.7,37054.0,1.1,30.1,68.8,4.5,27.8,67.7,4.4,48.4,73.5,100,101,,594941,515866,79074,170123
317,108,2010,5 700 098,4.2,44341.0,1.1,28.5,70.4,4.1,25.7,70.2,5.1,48.7,72.1,100,97,,769774,694059,75715,220888
318,108,2018,4 936 212,1.0,38640.0,1.1,28.0,71.0,3.4,25.3,71.3,2.6,50.4,70.2,104,92,,698097,671474,26623,195801
319,109,2005,12589,8.1,2203.0,3.0,26.9,70.1,3.9,26.6,69.5,14.8,12.2,67.6,75,101,100,4284,10455,- 6 170,- 2 271
320,109,2010,26425,2.3,3679.0,3.2,28.7,68.1,3.7,26.4,69.9,12.5,15.3,67.3,100,127,105,7023,15262,- 8 239,- 1 882
321,109,2018,38655,2.0,4088.0,4.1,27.4,68.6,3.7,26.8,69.5,14.7,14.0,63.5,119,145,109,7469,20407,- 12 938,- 4 251
322,110,2005,57124,9.7,3676.0,6.6,39.2,54.2,32.4,18.0,49.6,8.1,64.4,75.2,61,100,100,27846,17333,10513,- 1 036
323,110,2010,148047,7.3,9028.0,4.7,41.9,53.4,28.3,18.7,53.0,5.8,65.4,75.8,100,106,115,57244,24024,33220,1386
324,110,2018,135005,1.0,7505.0,4.9,33.6,61.4,17.7,20.8,61.5,5.1,65.2,77.2,169,139,,48342,29346,18996,- 5 353
325,111,2005,21506,5.9,597.0,23.2,22.3,54.5,41.4,14.6,44.0,10.5,60.1,69.7,56,103,,3420,5846,- 2 426,-252
326,111,2010,40000,8.4,967.0,27.1,20.3,52.6,39.1,15.3,45.6,12.1,61.5,70.5,100,123,,5169,12093,- 6 924,- 2 369
327,111,2018,70526,5.8,1455.0,34.5,18.5,47.0,37.2,14.3,48.5,11.4,62.4,68.5,172,126,,5805,16652,- 10 847,- 4 755
328,112,2005,112,5.0,1215.0,21.8,9.3,68.9,7.1,8.4,81.1,14.7,20.4,32.8,,95,,4,74,-70,
329,112,2010,153,-1.6,1493.0,24.6,10.3,65.1,22.1,16.1,61.8,30.6,52.3,66.8,100,60,,4,73,-69,0
330,112,2018,174,4.2,1518.0,23.5,14.2,62.4,,,,,,,100,61,,11,183,-172,36
331,113,2005,80798,10.6,35490.0,0.3,60.2,39.5,2.7,20.7,76.6,2.0,46.3,82.3,76,97,100,44869,15801,29068,30071
332,113,2010,115416,-2.4,38497.0,0.4,58.2,41.4,3.1,25.7,71.2,1.8,48.2,84.6,100,131,89,62698,22691,40007,36989
333,113,2018,110346,2.5,27229.0,0.4,58.8,40.8,3.6,26.6,69.8,2.1,46.9,83.7,125,191,114,54807,33590,21217,7591
334,114,2005,2460,-0.2,485.0,31.3,22.1,46.6,38.5,17.6,43.9,8.1,54.1,76.1,60,98,100,672,1108,-436,-37
335,114,2010,4794,-0.5,884.0,18.8,28.2,53.0,29.9,22.8,47.3,8.6,52.2,76.6,100,105,69,1488,3223,- 1 734,-475
336,114,2018,6551,3.8,1100.0,14.4,28.3,57.3,26.1,22.4,51.5,7.4,48.0,75.9,152,117,78,1784,4474,- 2 690,-347
337,115,2005,2946,6.8,512.0,29.1,26.2,44.7,78.5,5.3,16.2,1.4,77.9,79.8,79,100,,552,874,-322,-174
338,115,2010,7313,8.1,1171.0,23.6,30.9,45.5,71.5,8.3,20.2,0.7,76.8,79.3,100,132,,1909,1837,72,29
339,115,2018,15806,7.0,2339.0,19.5,32.5,48.0,59.9,9.8,30.4,0.7,77.0,79.8,129,219,,2759,4804,- 2 045,- 1 234
340,116,2005,16922,10.7,7514.0,4.3,22.9,72.8,12.0,26.5,61.5,10.0,50.4,65.6,72,105,100,5303,8770,- 3 468,- 1 988
341,116,2010,23765,-3.9,11216.0,4.4,23.4,72.2,8.6,23.1,68.3,19.5,53.8,65.3,100,108,98,8851,11143,- 2 292,494
