id,country_id,year,Population growth,Urban population,Urban population growth,Fertility rate,Life expectancy (females),Life expectancy (males),Population distribution (children),Population distribution (elders),Migrant,Migrant ratio,Refugees,Infant mortality,Health expenditure,Physicians ratio,Education expenditure,Primary enroll ratio (females),Primary enroll ratio (males),Secondary enroll ratio (females),Secondary enroll ratio (males),Tertiary enroll ratio (females),Tertiary enroll ratio (males),Homicide rate,Women in parliaments
139,47,2005,1.4,76.0,1.9,2.3,75.4,68.0,28.9,7.6,107.6,0.2,2000.2,20.5,5.5,1.5,4.0,126.2,128.7,87.7,79.3,30.4,28.0,41.8,12.0
140,47,2010,1.2,78.0,1.7,2.1,76.6,69.2,26.4,9.0,124.3,0.3,3672.4,19.0,6.1,1.6,4.8,123.1,125.4,106.9,97.3,41.3,37.6,33.7,8.4
141,47,2018,1.0,80.8,1.4,1.9,77.4,70.2,23.1,12.1,142.3,0.3,7524.8,17.9,6.2,1.8,4.5,112.2,115.7,101.2,95.2,63.1,54.4,25.5,18.7
142,48,2005,2.4,27.9,2.3,5.2,61.2,58.0,42.3,4.6,13.2,2.2,0.0,72.6,10.1,0.2,3.9,101.6,114.5,38.0,49.8,2.7,3.5,9.5,3.0
143,48,2010,2.4,28.0,2.5,4.9,62.5,59.3,41.0,4.5,12.6,1.8,,66.7,8.7,,7.7,104.1,113.0,,,4.9,6.6,8.5,3.0
144,48,2018,2.4,29.0,2.7,4.6,64.5,61.2,39.5,5.0,12.6,1.5,,58.1,8.0,,4.3,101.2,108.6,63.1,59.1,8.0,9.9,7.7,6.1
145,49,2005,2.8,61.0,3.6,5.1,53.1,51.1,41.6,5.2,315.2,8.5,77.6,81.1,1.9,0.2,1.8,103.5,111.4,40.7,48.2,2.1,5.3,10.6,8.5
146,49,2010,3.3,63.3,4.0,5.0,59.2,56.7,41.7,5.0,419.6,9.6,138.7,61.0,2.0,0.1,6.2,103.8,110.0,,,2.2,10.3,9.9,7.3
147,49,2018,2.6,66.9,3.3,4.9,64.1,61.0,42.1,5.2,398.9,7.6,138.7,46.5,3.4,,,107.8,100.6,48.4,55.8,8.0,10.6,9.3,11.3
148,50,2005,1.7,71.0,3.4,,74.0,68.0,30.0,10.6,3.3,16.6,,,4.2,1.0,,113.0,110.2,84.9,75.1,,,,
149,50,2010,-1.2,73.3,-0.6,,76.2,69.5,26.1,11.9,3.8,20.3,,,3.5,1.2,,103.6,104.6,88.1,80.7,,,,
150,50,2018,-1.2,75.1,-0.9,2.6,79.6,71.7,26.9,14.2,4.2,24.2,,3.6,2.7,,4.7,105.2,111.7,90.1,84.9,50.1,41.2,3.5,
151,51,2005,1.6,65.7,3.7,2.2,80.2,75.5,27.4,9.4,358.2,8.4,11.5,10.9,6.7,1.3,4.9,111.5,114.4,86.2,82.6,30.2,24.5,7.9,35.1
152,51,2010,1.4,71.7,3.1,2.0,80.8,76.1,24.6,11.1,405.4,8.9,19.9,10.0,8.1,,6.6,115.8,118.1,104.3,100.1,,,11.6,36.8
153,51,2018,1.1,79.3,2.5,1.9,81.7,76.7,21.4,14.1,414.2,8.4,10.2,9.3,8.1,1.2,7.1,110.3,109.7,129.5,122.8,59.8,48.4,11.9,35.1
154,52,2005,-0.2,54.3,0.1,1.4,78.4,71.4,15.7,21.9,579.3,13.2,10.9,6.5,6.9,,3.8,103.4,103.3,94.8,91.7,49.2,40.5,1.6,21.7
155,52,2010,-0.2,55.2,0.1,1.5,79.5,72.6,15.4,23.8,573.2,13.2,25.5,5.7,8.1,2.9,4.3,92.0,91.9,103.4,96.5,62.1,46.3,1.4,23.5
156,52,2018,-0.4,56.9,-0.1,1.5,80.4,73.6,14.7,27.2,560.5,13.4,13.4,3.9,7.4,3.1,4.6,95.8,95.0,100.0,95.6,78.5,57.0,1.0,18.5
157,53,2005,0.2,76.1,0.5,1.6,79.1,75.3,19.4,15.2,17.0,0.2,0.7,6.1,,6.3,10.6,96.8,99.7,93.1,91.6,78.8,46.6,6.1,36.0
158,53,2010,0.1,76.6,0.2,1.6,80.7,76.6,17.4,17.0,14.8,0.1,0.4,5.7,,6.8,12.8,102.2,104.0,91.4,90.8,119.2,72.4,4.5,43.2
159,53,2018,0.2,77.0,0.3,1.7,81.3,77.1,15.9,20.5,13.1,0.1,0.3,5.5,,7.5,,97.9,103.8,102.2,98.6,40.1,28.4,5.0,48.9
160,54,2005,-0.4,90.5,-0.5,2.1,78.6,71.2,21.1,17.2,,,,14.7,,,,,,,,,,20.1,
161,54,2010,2.6,89.9,2.5,2.0,79.4,72.6,19.9,18.8,34.6,23.5,0.0,13.0,,,,,,,,,,19.2,
162,54,2018,1.4,89.1,1.2,2.1,80.7,74.5,18.5,23.4,38.4,23.9,0.2,10.3,,,4.9,169.2,176.3,91.1,84.1,29.6,13.0,,
163,55,2005,1.7,68.3,1.6,1.6,80.4,76.2,20.0,14.9,117.2,11.4,13.8,5.6,5.3,,6.2,100.8,100.9,97.5,95.7,35.3,31.2,1.9,16.1
164,55,2010,1.6,67.6,1.4,1.5,81.1,76.8,17.8,16.1,188.5,16.9,8.8,4.4,6.3,2.2,6.6,101.6,101.6,92.0,90.9,45.6,50.9,0.7,12.5
165,55,2018,0.9,66.8,0.7,1.4,82.2,77.7,16.8,18.9,189.0,16.0,19.0,4.2,6.8,2.5,6.1,99.3,99.3,99.4,100.1,69.4,51.1,1.1,17.9
166,56,2005,-0.1,73.6,-0.2,1.2,78.8,72.2,14.7,19.8,322.5,3.1,2.7,3.9,6.4,,3.9,98.5,99.9,96.6,94.8,52.0,44.8,1.1,17.0
167,56,2010,0.5,73.3,0.4,1.4,80.1,73.8,14.2,22.4,398.5,3.8,3.5,3.1,6.9,3.6,4.1,103.6,104.0,94.9,94.4,74.9,53.6,1.0,15.5
168,56,2018,0.1,73.8,0.2,1.5,81.2,75.1,15.5,25.8,433.3,4.1,6.0,2.5,7.3,3.7,4.0,99.7,99.3,105.6,104.6,75.7,53.8,0.6,22.0
169,57,2005,1.9,45.2,2.8,5.7,47.6,45.9,44.1,4.6,2010.8,11.0,115.1,91.6,5.4,0.1,4.1,63.5,79.3,,,,,14.7,8.5
170,57,2010,2.1,47.3,3.0,5.4,50.0,48.5,43.7,4.7,2095.2,10.3,564.5,84.6,6.1,0.1,4.6,64.8,79.4,,,5.4,10.4,12.6,8.9
171,57,2018,2.5,50.8,3.4,5.1,53.2,50.4,42.3,4.8,2197.2,9.0,700.2,71.6,5.4,,4.8,91.3,102.1,38.8,53.3,7.2,10.8,11.6,10.6
172,58,2005,0.8,59.8,1.0,2.0,71.5,64.2,24.7,11.9,40.1,0.2,,28.5,,3.2,,,,,,,,5.0,20.1
173,58,2010,0.6,60.4,0.8,2.0,71.8,64.8,22.8,12.9,44.0,0.2,,27.3,,3.3,,99.4,99.4,102.1,102.1,20.6,40.8,4.8,15.6
174,58,2018,0.5,61.9,0.8,2.0,74.1,67.2,20.4,14.1,48.9,0.2,,18.5,,3.5,,,,93.5,92.5,19.9,36.0,4.4,16.3
175,59,2005,3.0,37.5,4.3,6.7,53.3,50.4,45.8,4.7,622.9,1.1,251.9,99.5,3.0,,,59.1,74.9,,,,,14.6,12.0
176,59,2010,3.3,40.0,4.6,6.6,56.9,54.0,46.1,4.7,589.0,0.9,2363.9,83.9,4.0,0.1,1.6,93.1,107.0,30.1,52.2,3.2,10.3,14.3,8.4
177,59,2018,3.3,44.5,4.6,6.4,59.5,56.7,46.2,4.7,879.2,1.1,4533.4,73.2,4.3,,2.3,107.6,108.4,36.0,56.3,4.3,9.5,13.5,8.9
178,60,2005,0.3,85.9,0.5,1.8,79.6,75.0,18.7,21.2,440.4,8.1,45.5,4.5,9.1,3.2,8.1,98.7,98.8,126.5,121.9,93.4,67.7,1.0,38.0
179,60,2010,0.5,86.8,0.7,1.9,80.8,76.4,17.9,23.3,509.7,9.2,24.5,3.7,10.4,3.6,8.6,99.7,99.5,120.0,119.0,87.4,60.4,0.8,38.0
180,60,2018,0.5,87.9,0.6,1.7,82.2,78.1,16.4,25.6,656.8,11.5,47.1,3.5,10.3,3.7,7.6,101.2,102.4,131.0,127.3,94.0,68.8,1.0,37.4
181,61,2005,1.8,76.8,1.8,4.2,58.8,55.8,37.9,5.2,92.1,11.8,18.1,68.1,4.5,0.2,8.4,39.4,47.8,18.3,27.4,1.9,2.7,8.1,10.8
182,61,2010,1.7,77.0,1.7,3.6,60.5,57.6,34.8,5.8,101.6,11.9,15.8,63.4,4.3,0.2,4.5,53.0,58.9,28.4,38.5,2.8,4.1,7.4,13.8
183,61,2018,1.7,77.8,1.8,3.1,63.2,60.0,30.6,6.6,116.1,12.1,27.2,55.3,4.4,0.2,,60.2,67.5,40.1,48.1,4.0,6.0,6.5,10.8
184,62,2005,0.3,66.6,0.7,3.0,,,29.0,13.2,4.7,6.7,,,4.6,1.8,,99.4,99.4,111.7,103.3,,,11.3,19.4
185,62,2010,0.2,68.1,0.7,,78.2,73.8,29.5,13.3,5.8,8.1,,,5.1,,,107.6,110.0,101.4,92.8,,,21.0,14.3
186,62,2018,0.5,70.5,0.9,,,,,,6.8,9.2,,,5.4,,3.4,110.5,114.1,99.8,101.2,,,8.4,25.0
187,63,2005,1.5,67.4,3.3,2.8,74.4,68.1,33.2,8.0,376.0,4.1,,34.9,4.6,1.8,1.9,103.3,108.6,76.0,63.6,40.7,25.9,25.9,17.3
188,63,2010,1.4,73.8,3.2,2.7,75.4,69.2,31.4,8.7,393.7,4.0,2.4,29.6,5.6,1.1,2.0,100.5,114.1,80.6,71.5,,,25.0,19.7
189,63,2018,1.2,81.1,2.5,2.5,76.4,70.2,29.0,10.5,425.0,3.9,1.4,25.1,6.2,1.5,,97.7,105.7,80.7,73.7,68.2,38.0,15.2,26.8
190,64,2005,1.7,61.7,2.1,2.9,76.8,70.6,32.7,8.0,187.4,1.4,262.6,27.1,5.6,1.5,1.2,111.5,112.0,62.2,61.5,,,15.4,16.0
191,64,2010,1.7,62.7,2.0,2.7,77.5,71.7,30.7,8.7,325.4,2.2,171.1,23.4,7.5,1.6,4.5,116.0,115.7,91.0,86.6,41.5,36.0,17.6,32.3
192,64,2018,1.6,63.8,1.8,2.6,78.4,72.8,28.2,10.7,399.1,2.4,121.6,21.1,8.5,1.7,5.0,104.7,103.7,108.6,105.6,49.0,42.2,5.9,38.0
193,65,2005,1.9,43.0,2.0,3.2,71.4,66.6,33.3,7.1,274.0,0.4,100.2,29.4,5.2,2.4,4.8,94.2,99.4,76.8,81.0,26.8,31.8,0.7,2.9
194,65,2010,1.8,43.0,1.8,3.0,72.2,67.6,32.1,7.5,295.7,0.4,109.9,23.5,4.4,2.8,3.8,102.0,105.1,68.2,70.1,28.9,31.5,2.2,1.8
195,65,2018,2.2,42.7,2.1,3.4,73.0,68.7,33.3,8.0,478.3,0.5,278.4,18.9,4.2,0.8,,103.7,103.6,85.2,86.7,34.8,34.0,2.5,14.9
196,66,2005,0.5,61.6,1.5,2.7,74.1,65.0,34.8,9.1,36.0,0.6,0.1,23.6,7.2,1.7,2.7,116.6,120.7,68.0,68.0,24.3,21.8,64.4,10.7
197,66,2010,0.4,65.5,1.6,2.4,75.6,66.4,31.6,10.0,40.3,0.7,0.1,20.7,6.9,1.9,3.5,112.8,118.1,69.2,69.6,27.5,24.9,64.7,19.0
198,66,2018,0.5,72.0,1.7,2.2,77.1,67.9,27.1,11.8,42.3,0.7,3.4,17.0,6.9,,3.5,98.2,102.2,74.2,74.3,29.6,26.4,82.8,32.1
199,67,2005,4.2,57.7,7.4,5.7,54.9,52.3,39.5,5.3,6.6,0.9,,89.7,0.8,0.3,,87.7,90.8,22.0,29.8,1.2,2.4,2.9,18.0
200,67,2010,4.6,65.9,7.2,5.4,56.2,53.8,38.4,4.8,8.7,0.9,,80.4,1.5,,,68.4,69.4,,,,,2.6,10.0
201,67,2018,4.2,72.1,5.6,5.0,58.4,55.5,37.0,4.4,221.9,17.5,,70.0,2.7,,,61.3,61.8,,,,,2.3,20.0
202,68,2005,3.1,31.1,6.3,5.1,58.8,54.7,41.0,5.5,14.3,0.4,6.0,59.4,5.3,0.1,3.1,68.2,84.1,23.0,38.4,0.3,1.9,9.6,22.0
203,68,2010,2.0,35.2,4.5,4.8,62.7,58.7,41.6,5.5,15.7,0.4,5.0,51.7,3.7,,2.1,48.7,57.1,32.0,41.8,1.4,3.7,8.9,22.0
204,68,2018,2.0,40.1,3.6,4.4,65.6,61.4,41.5,5.3,16.0,0.3,2.4,45.0,3.3,,,50.0,58.0,30.4,35.8,1.9,2.7,8.0,22.0
205,69,2005,-0.6,68.7,-0.8,1.4,77.1,66.0,15.2,21.9,233.7,17.2,136.0,7.3,5.0,4.4,4.8,97.6,100.2,104.7,101.0,85.8,50.9,8.3,18.8
206,69,2010,-0.4,68.1,-0.5,1.7,79.0,68.3,15.1,23.2,217.9,16.4,101.0,4.7,6.3,3.2,5.5,102.3,103.8,105.3,105.3,85.9,51.6,5.3,22.8
207,69,2018,-0.3,68.9,-0.2,1.6,81.2,71.8,16.6,26.2,193.0,14.7,81.8,3.2,6.5,3.4,5.5,97.0,96.9,110.7,111.1,87.4,57.6,3.2,26.7
208,70,2005,0.8,22.0,0.2,4.0,47.6,44.2,42.1,4.6,27.1,2.5,1.0,86.6,5.9,0.2,6.5,99.1,106.2,47.5,46.9,4.9,4.6,13.7,10.8
209,70,2010,1.7,22.5,2.1,3.8,50.2,46.5,39.5,4.7,30.5,2.5,0.8,75.8,8.2,0.1,6.1,107.9,118.2,57.7,58.2,4.4,4.5,17.3,13.6
210,70,2018,1.8,23.8,2.6,3.3,58.2,51.6,37.0,4.9,33.3,2.4,1.2,56.3,7.0,,7.1,102.9,112.8,66.8,67.3,5.5,5.3,,6.2
211,71,2005,2.8,15.7,4.1,6.1,55.0,52.3,46.2,4.9,514.2,0.7,105.1,78.0,4.1,0.0,3.6,71.9,86.0,18.5,30.8,1.3,4.2,9.4,7.7
212,71,2010,2.7,17.3,4.6,5.3,60.6,57.6,44.5,5.1,567.7,0.6,155.4,59.9,5.5,0.0,4.5,88.1,95.4,31.5,38.0,4.4,10.2,8.5,21.9
213,71,2018,2.6,20.8,4.9,4.6,65.5,61.9,40.0,5.3,1227.1,1.2,843.8,45.8,4.0,,4.5,97.0,106.8,34.4,35.8,5.3,10.9,7.6,38.8
214,72,2005,0.4,70.8,1.3,,,,15.0,12.0,1.2,39.7,,,,,,,,,,,,,
215,72,2010,-0.6,73.7,0.2,,,,15.9,14.0,1.4,50.4,,,,,,,,,,,,,
216,72,2018,0.3,77.7,1.0,,,,16.4,15.7,1.6,54.3,,,,,,,,,,,,,
217,73,2005,0.4,39.8,2.2,2.6,,,,,4.6,9.5,,,,,,,,,,,,,
218,73,2010,0.1,40.9,0.7,2.5,82.3,76.8,22.0,19.3,5.1,10.5,,,,,,,,,,,,,
219,73,2018,0.2,42.1,0.5,2.4,84.5,78.3,21.0,22.5,5.7,11.6,,,,,,,,,,,,,
220,74,2005,0.3,49.9,1.1,3.0,70.7,65.5,30.5,6.9,12.4,1.5,,19.0,3.5,0.5,5.1,111.8,113.4,93.9,88.0,17.6,14.7,2.8,8.5
221,74,2010,0.9,52.2,1.8,2.8,71.9,66.1,29.0,7.9,13.4,1.6,0.0,17.9,3.6,0.4,4.5,104.3,105.9,90.9,83.1,,,2.3,8.5
222,74,2018,0.7,56.2,1.7,2.6,72.9,66.9,28.3,10.3,13.9,1.5,0.0,16.0,3.6,0.8,3.9,105.1,106.0,93.4,84.3,,,2.3,16.0
223,75,2005,0.3,82.9,0.4,1.8,81.7,74.9,17.3,21.5,192.2,3.7,12.7,3.2,8.0,3.2,6.0,98.0,98.8,114.3,109.3,100.5,83.3,2.3,37.5
224,75,2010,0.4,83.8,0.6,1.8,82.9,76.1,16.5,24.8,248.1,4.6,14.0,2.7,8.9,3.0,6.5,99.2,99.8,110.1,105.2,103.1,84.3,2.2,40.0
225,75,2018,0.4,85.4,0.8,1.8,83.7,77.7,16.5,28.1,343.6,6.2,26.1,2.3,9.4,3.2,7.2,100.2,100.6,159.7,145.0,94.5,79.8,1.4,42.0
226,76,2005,0.5,77.1,0.9,1.9,83.1,75.8,18.4,20.9,6737.6,11.0,179.5,4.3,10.2,,5.5,108.2,109.6,114.1,113.7,62.4,48.5,1.6,12.2
227,76,2010,0.6,78.4,0.9,2.0,84.3,77.4,18.4,23.1,7196.5,11.4,250.4,3.7,10.7,3.7,5.7,107.8,109.0,112.8,112.0,65.0,51.0,1.3,18.9
228,76,2018,0.4,80.4,0.8,2.0,85.0,78.8,18.0,26.1,7902.8,12.2,378.1,3.4,11.1,3.2,5.5,107.2,107.5,111.6,110.6,72.8,58.1,1.4,39.0
229,77,2005,4.5,81.1,5.0,3.7,80.1,72.8,36.1,5.7,86.5,42.4,,13.6,,,,,,,,,,22.1,
230,77,2010,2.8,82.9,3.2,3.6,81.4,75.0,35.3,6.5,96.3,41.1,,10.6,,,,,,,,,,13.2,
231,77,2018,2.8,85.3,3.1,3.5,82.6,76.1,32.8,8.7,111.7,39.5,,9.3,,,,,,,,,,,
232,78,2005,1.4,57.4,1.9,2.4,76.0,70.6,27.7,8.0,32.3,12.7,,9.4,,,,,,,,,,,
233,78,2010,1.0,60.3,2.0,2.2,77.4,72.8,25.2,9.3,31.6,11.8,,8.8,,,,,,,,,,0.4,
234,78,2018,0.7,61.8,1.2,2.1,78.6,74.0,22.9,12.4,30.7,10.8,,6.9,,,,,,,,,,,
235,79,2005,2.6,82.5,3.5,4.4,59.8,58.3,39.0,7.7,214.1,15.3,13.7,58.1,2.8,0.3,3.8,138.5,139.5,,,6.1,10.5,11.0,9.2
236,79,2010,3.1,85.5,3.9,4.2,61.8,60.8,37.0,7.0,244.0,14.9,13.2,49.3,2.5,,3.1,,,,,,,8.7,14.7
237,79,2018,3.3,89.4,3.9,4.0,65.8,63.1,35.9,6.3,280.2,13.8,1.1,40.8,2.7,0.4,2.7,136.6,140.8,,,,,8.0,17.1
238,80,2005,3.2,52.0,4.8,5.9,58.1,55.9,46.3,4.0,181.9,12.6,8.0,59.4,4.9,0.1,1.1,91.5,88.7,,,0.4,1.9,9.8,13.2
239,80,2010,3.2,55.7,4.5,5.8,60.2,57.6,46.3,3.7,185.8,11.0,8.5,52.4,5.7,0.1,4.2,84.9,82.6,55.7,58.5,1.8,2.6,9.8,7.5
240,80,2018,3.1,61.3,4.4,5.6,61.6,59.1,45.1,3.8,205.1,9.8,8.0,49.8,6.7,0.1,2.8,101.0,93.3,,,2.5,3.7,9.1,10.3
241,81,2005,-1.0,53.6,-0.7,1.6,76.1,68.9,19.5,18.2,72.3,1.6,238.6,29.0,8.3,,2.5,88.6,90.8,79.1,80.8,47.0,44.9,9.0,9.4
242,81,2010,-1.2,55.5,-0.5,1.8,76.5,68.6,18.0,18.8,73.0,1.7,362.2,20.2,9.5,4.3,3.2,102.2,101.4,86.4,89.9,32.8,25.7,4.4,5.1
243,81,2018,-1.4,58.6,-0.7,2.0,77.0,68.5,19.4,21.1,78.2,2.0,278.8,11.2,7.9,4.8,3.8,102.8,102.4,105.5,103.2,55.7,48.3,1.0,16.0
244,82,2005,0.0,76.0,0.3,1.4,81.5,75.6,14.4,24.9,9402.4,11.5,784.0,4.2,10.3,,,102.9,103.1,100.8,103.3,,,1.1,32.8
245,82,2010,-0.2,77.0,0.1,1.4,82.4,77.0,13.6,26.1,9812.3,12.1,670.6,3.7,11.0,3.8,4.9,102.8,103.1,101.2,106.4,,,1.0,32.8
246,82,2018,0.2,77.3,0.3,1.4,82.9,77.9,13.1,28.4,12165.1,14.8,1337.1,3.4,11.2,4.2,4.9,102.1,102.7,98.6,103.4,65.6,66.9,1.2,30.7
247,83,2005,2.6,47.3,4.1,4.6,58.3,56.7,40.6,5.2,304.4,1.4,60.2,60.9,6.3,0.2,7.4,86.9,90.4,37.2,44.9,4.1,7.7,1.8,10.9
248,83,2010,2.6,50.7,4.0,4.4,60.9,59.2,39.6,5.4,337.0,1.4,14.8,55.4,6.5,0.1,5.5,100.8,102.7,46.3,52.8,6.7,11.4,1.7,8.3
249,83,2018,2.4,56.1,3.6,4.2,62.6,60.7,38.3,5.4,417.6,1.4,13.4,46.5,5.9,,6.2,105.5,104.1,59.6,61.2,13.4,18.7,1.7,12.7
250,84,2005,0.6,100.0,0.6,,83.3,78.5,18.4,20.5,9.2,28.7,,,,,,,,,,,,,
251,84,2010,0.7,100.0,0.7,,,,,,10.4,31.2,,,,,,,,,,,,3.0,
252,84,2018,0.6,100.0,0.6,,,,18.1,22.4,11.2,32.3,,,,,,,,,,,,,
253,85,2005,0.3,74.5,0.8,1.3,81.9,76.4,15.1,22.5,1190.7,10.5,14.3,4.6,9.0,,4.0,94.3,96.4,95.8,100.4,90.0,80.8,1.2,14.0
254,85,2010,0.3,76.3,0.7,1.5,82.8,77.3,14.9,24.0,1321.1,11.5,57.4,3.5,9.6,6.2,,94.7,96.4,99.0,105.4,103.7,100.0,1.5,17.3
255,85,2018,-0.4,79.1,0.1,1.3,83.3,78.0,14.1,26.9,1220.4,10.9,80.3,3.3,8.4,6.3,,94.6,95.5,95.9,102.6,116.9,118.0,0.8,18.3
256,86,2005,0.3,82.9,0.6,2.3,,,25.0,9.6,6.7,11.7,,,,,,,,,,,,17.6,
257,86,2010,-0.1,84.4,0.3,2.3,71.0,65.7,22.6,10.9,6.2,11.0,,,,,,,,,,,,19.4,
258,86,2018,-0.1,86.8,0.3,2.0,73.6,69.1,21.0,13.2,6.0,10.6,,,,,,,,,,,,5.3,
259,87,2005,0.3,35.9,0.4,2.4,73.2,68.5,30.0,9.9,6.9,6.7,,12.0,5.3,0.6,3.9,95.5,98.4,98.7,96.9,,,10.7,26.7
260,87,2010,0.3,35.9,0.3,2.3,74.4,69.6,27.5,9.6,7.0,6.7,0.0,10.2,6.1,0.7,,101.5,105.1,109.4,106.2,60.9,44.9,9.6,13.3
261,87,2018,0.4,36.3,0.5,2.2,75.6,70.8,26.3,10.7,7.1,6.6,0.0,9.6,5.0,,10.3,99.6,103.1,102.5,98.8,102.7,80.3,10.2,33.3
262,88,2005,0.7,98.4,0.7,2.1,81.4,74.2,23.8,15.6,89.1,20.3,,8.7,,,,,,,,,,5.2,
263,88,2010,0.5,98.4,0.5,2.1,82.9,75.7,22.0,19.3,94.9,21.1,,7.0,,,,,,,,,,8.0,
264,88,2018,0.0,98.5,0.0,2.0,84.0,76.8,18.2,24.3,99.4,22.1,,5.8,,,,,,,,,,,
265,89,2005,0.4,93.6,0.5,2.7,78.5,73.6,29.5,9.2,74.7,47.2,,13.5,,,,,,,,,,4.4,
266,89,2010,0.1,94.1,0.2,2.5,80.3,74.7,27.5,11.1,75.4,47.3,,11.4,,,,,,,,,,1.9,
267,89,2018,0.3,94.8,0.4,2.4,81.5,76.4,24.4,14.4,78.0,47.5,,9.6,,,,,,,,,,2.5,
268,90,2005,2.3,46.9,3.0,4.3,72.1,65.7,42.3,5.9,57.3,0.4,0.4,37.3,6.6,,,106.3,113.3,47.1,51.0,7.5,10.2,40.8,8.2
269,90,2010,2.2,48.4,2.8,3.6,73.7,67.2,39.4,6.1,66.4,0.5,0.1,31.3,6.4,0.9,2.8,114.3,116.6,60.2,63.9,17.1,16.6,40.7,12.0
270,90,2018,2.1,51.1,2.7,3.2,75.6,69.2,34.4,7.0,81.5,0.5,22.0,26.9,5.7,,2.8,99.1,102.4,61.8,65.2,23.1,19.5,27.3,12.7
271,91,2005,1.9,32.3,2.8,5.9,51.3,51.3,44.0,5.1,229.6,2.4,97.0,95.2,4.5,0.1,1.8,70.2,87.6,19.3,38.8,1.1,4.7,10.1,19.3
272,91,2010,2.2,33.7,3.0,5.5,56.4,54.5,43.5,4.9,178.0,1.6,15.0,77.7,4.4,,2.5,77.5,94.1,25.1,43.4,5.2,15.6,9.4,19.3
273,91,2018,2.3,36.1,3.1,5.1,58.4,57.4,42.0,5.2,122.8,1.0,5.2,65.7,4.5,0.1,2.4,86.1,101.7,31.9,48.6,6.9,15.5,8.8,21.9
274,92,2005,2.1,38.2,3.1,5.6,53.3,52.0,43.6,4.5,20.7,1.5,7.8,101.0,6.3,0.1,,58.9,87.8,12.4,22.8,,,11.7,14.0
275,92,2010,2.4,40.1,3.4,5.2,55.6,52.8,42.3,4.6,21.1,1.4,8.0,91.1,6.2,0.1,1.9,114.1,122.1,,,,,10.5,10.0
276,92,2018,2.6,43.4,3.6,4.9,57.7,54.3,41.3,5.0,23.4,1.3,9.4,80.4,6.9,,2.1,,,,,,,9.5,13.7
277,93,2005,-0.1,27.8,-0.7,2.9,68.1,62.6,36.2,6.0,10.9,1.4,,36.5,5.4,0.5,8.1,100.2,99.9,86.6,83.9,15.9,7.4,18.9,30.8
278,93,2010,-0.1,26.6,-1.0,2.7,68.4,63.4,32.7,7.2,13.1,1.8,0.0,34.4,4.6,0.2,3.6,96.7,96.7,92.8,87.2,16.6,6.9,18.8,30.0
279,93,2018,0.6,26.6,0.4,2.6,68.6,64.0,28.6,8.9,15.5,2.0,0.0,33.2,4.5,,3.2,97.1,95.1,100.9,96.6,15.6,7.6,18.4,31.9
280,94,2005,1.6,42.6,5.2,4.0,60.1,56.5,38.0,6.4,30.5,0.3,,56.0,5.5,,,,,,,,,,3.6
281,94,2010,1.5,47.5,3.7,3.5,62.3,58.2,35.9,6.5,35.1,0.4,0.0,52.2,10.2,,,,,,,,,6.8,4.1
282,94,2018,1.4,55.3,3.3,3.1,64.4,60.2,32.6,7.4,40.5,0.4,2.7,46.9,6.9,,,,,,,,,10.0,2.5
